"annotation"	"coefficient.affx"	"pvalue.affx"	"adj.pvalue.affx"
"LOC441178"	-2.80866677486136e-16	0.99999999999986	1
"CRABP1"	-2.80866677486136e-16	0.99999999999986	1
"LOC100129620"	-2.80866677486136e-16	0.99999999999986	1
"LOC101929717"	-2.80866677486136e-16	0.99999999999986	1
"WDR11-AS1"	-2.80866677486136e-16	0.99999999999986	1
"PPARGC1B"	-2.80866677486136e-16	0.99999999999986	1
"MRPS27"	-2.80866677486136e-16	0.99999999999986	1
"LOC101929268"	-2.80866677486136e-16	0.99999999999986	1
"CEP41"	-2.80866677486136e-16	0.99999999999986	1
"CAST"	-2.80866677486136e-16	0.99999999999986	1
"ZNF804B"	-2.80866677486136e-16	0.99999999999986	1
"KNCN"	-2.80866677486136e-16	0.99999999999986	1
"LOC339593"	-2.80866677486136e-16	0.99999999999986	1
"LOC100131347"	-2.80866677486136e-16	0.99999999999986	1
"TREML4"	-2.80866677486136e-16	0.99999999999986	1
"HOTTIP"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928551"	-2.80866677486136e-16	0.99999999999986	1
"CAD"	-2.80866677486136e-16	0.99999999999986	1
"HMCN2"	-2.80866677486136e-16	0.99999999999986	1
"QPRT"	-2.80866677486136e-16	0.99999999999986	1
"QPRT"	-2.80866677486136e-16	0.99999999999986	1
"FBXW12"	-2.80866677486136e-16	0.99999999999986	1
"LOC105374895"	-2.80866677486136e-16	0.99999999999986	1
"FLJ35816"	-2.80866677486136e-16	0.99999999999986	1
"DTHD1"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928519"	-2.80866677486136e-16	0.99999999999986	1
"LINC00841"	-2.80866677486136e-16	0.99999999999986	1
"KIAA2012"	-2.80866677486136e-16	0.99999999999986	1
"LINC00607"	-2.80866677486136e-16	0.99999999999986	1
"LOC100131756"	-2.80866677486136e-16	0.99999999999986	1
"LINC00700"	-2.80866677486136e-16	0.99999999999986	1
"LOC101929762"	-2.80866677486136e-16	0.99999999999986	1
"LOC729173"	-2.80866677486136e-16	0.99999999999986	1
"ATP1A4"	-2.80866677486136e-16	0.99999999999986	1
"TRPM2-AS"	-2.80866677486136e-16	0.99999999999986	1
"EMID1"	-2.80866677486136e-16	0.99999999999986	1
"LOC285766"	-2.80866677486136e-16	0.99999999999986	1
"KY"	-2.80866677486136e-16	0.99999999999986	1
"C9orf47"	-2.80866677486136e-16	0.99999999999986	1
"LOC100127940"	-2.80866677486136e-16	0.99999999999986	1
"IQCF5-AS1"	-2.80866677486136e-16	0.99999999999986	1
"LINC00486"	-2.80866677486136e-16	0.99999999999986	1
"PARP15"	-2.80866677486136e-16	0.99999999999986	1
"LOC219690"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928405"	-2.80866677486136e-16	0.99999999999986	1
"LOC642696"	-2.80866677486136e-16	0.99999999999986	1
"LOC101929538"	-2.80866677486136e-16	0.99999999999986	1
"ZNF568"	-2.80866677486136e-16	0.99999999999986	1
"CXXC1P1"	-2.80866677486136e-16	0.99999999999986	1
"CASC2"	-2.80866677486136e-16	0.99999999999986	1
"LOC283887"	-2.80866677486136e-16	0.99999999999986	1
"LOC219688"	-2.80866677486136e-16	0.99999999999986	1
"LOC400748"	-2.80866677486136e-16	0.99999999999986	1
"LOC146795"	-2.80866677486136e-16	0.99999999999986	1
"DLGAP2-AS1"	-2.80866677486136e-16	0.99999999999986	1
"DDC-AS1"	-2.80866677486136e-16	0.99999999999986	1
"SOX9-AS1"	-2.80866677486136e-16	0.99999999999986	1
"ASIC5"	-2.80866677486136e-16	0.99999999999986	1
"SNRK"	-2.80866677486136e-16	0.99999999999986	1
"LOC643711"	-2.80866677486136e-16	0.99999999999986	1
"ASB10"	-2.80866677486136e-16	0.99999999999986	1
"LOC642620"	-2.80866677486136e-16	0.99999999999986	1
"LINC01442"	-2.80866677486136e-16	0.99999999999986	1
"TMC1"	-2.80866677486136e-16	0.99999999999986	1
"LINC01103"	-2.80866677486136e-16	0.99999999999986	1
"VWA3B"	-2.80866677486136e-16	0.99999999999986	1
"NUTM1"	-2.80866677486136e-16	0.99999999999986	1
"MEI1"	-2.80866677486136e-16	0.99999999999986	1
"EDN1"	-2.80866677486136e-16	0.99999999999986	1
"FHAD1"	-2.80866677486136e-16	0.99999999999986	1
"RUNX1T1"	-2.80866677486136e-16	0.99999999999986	1
"LOC100131864"	-2.80866677486136e-16	0.99999999999986	1
"CDC20B"	-2.80866677486136e-16	0.99999999999986	1
"ASB15"	-2.80866677486136e-16	0.99999999999986	1
"LL0XNC01-116E7.2"	-2.80866677486136e-16	0.99999999999986	1
"GLS2"	-2.80866677486136e-16	0.99999999999986	1
"FOXN4"	-2.80866677486136e-16	0.99999999999986	1
"LOC100289045"	-2.80866677486136e-16	0.99999999999986	1
"HYALP1"	-2.80866677486136e-16	0.99999999999986	1
"LINC01599"	-2.80866677486136e-16	0.99999999999986	1
"LOC338667"	-2.80866677486136e-16	0.99999999999986	1
"KRTAP11-1"	-2.80866677486136e-16	0.99999999999986	1
"OFCC1"	-2.80866677486136e-16	0.99999999999986	1
"C14orf178"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928225"	-2.80866677486136e-16	0.99999999999986	1
"CDC42BPG"	-2.80866677486136e-16	0.99999999999986	1
"KIAA1211"	-2.80866677486136e-16	0.99999999999986	1
"LOC151760"	-2.80866677486136e-16	0.99999999999986	1
"LOC151760"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927079"	-2.80866677486136e-16	0.99999999999986	1
"CFAP69"	-2.80866677486136e-16	0.99999999999986	1
"LINC01618"	-2.80866677486136e-16	0.99999999999986	1
"TAS1R1"	-2.80866677486136e-16	0.99999999999986	1
"TNR"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928495"	-2.80866677486136e-16	0.99999999999986	1
"TBX20"	-2.80866677486136e-16	0.99999999999986	1
"KRTAP7-1"	-2.80866677486136e-16	0.99999999999986	1
"SLC8A1"	-2.80866677486136e-16	0.99999999999986	1
"OFCC1"	-2.80866677486136e-16	0.99999999999986	1
"OFCC1"	-2.80866677486136e-16	0.99999999999986	1
"SRC"	-2.80866677486136e-16	0.99999999999986	1
"OFCC1"	-2.80866677486136e-16	0.99999999999986	1
"RBMY3AP"	-2.80866677486136e-16	0.99999999999986	1
"SNHG4"	-2.80866677486136e-16	0.99999999999986	1
"DNAH6"	-2.80866677486136e-16	0.99999999999986	1
"DNAH6"	-2.80866677486136e-16	0.99999999999986	1
"DNAH10"	-2.80866677486136e-16	0.99999999999986	1
"LHX9"	-2.80866677486136e-16	0.99999999999986	1
"LHX9"	-2.80866677486136e-16	0.99999999999986	1
"HPRT1"	-2.80866677486136e-16	0.99999999999986	1
"IGLC1"	-2.80866677486136e-16	0.99999999999986	1
"TCP11L2"	-2.80866677486136e-16	0.99999999999986	1
"NKX1-1"	-2.80866677486136e-16	0.99999999999986	1
"RNF141"	-2.80866677486136e-16	0.99999999999986	1
"ZSCAN5A"	-2.80866677486136e-16	0.99999999999986	1
"SP140L"	-2.80866677486136e-16	0.99999999999986	1
"PWP2"	2.80866677486136e-16	0.99999999999986	1
"CMTM6"	-2.80866677486136e-16	0.99999999999986	1
"MUC6"	-2.80866677486136e-16	0.99999999999986	1
"TUBA1B"	-2.80866677486136e-16	0.99999999999986	1
"FCGR2A"	-2.80866677486136e-16	0.99999999999986	1
"PRSS23"	-2.80866677486136e-16	0.99999999999986	1
"DIP2C"	-2.80866677486136e-16	0.99999999999986	1
"LOC400940"	-2.80866677486136e-16	0.99999999999986	1
"HECTD2-AS1"	-2.80866677486136e-16	0.99999999999986	1
"SMAD4"	-2.80866677486136e-16	0.99999999999986	1
"FGD2"	-2.80866677486136e-16	0.99999999999986	1
"METAP1D"	-2.80866677486136e-16	0.99999999999986	1
"MEDAG"	-2.80866677486136e-16	0.99999999999986	1
"DKFZp434E1119"	-2.80866677486136e-16	0.99999999999986	1
"PAK1"	-2.80866677486136e-16	0.99999999999986	1
"ABCA8"	-2.80866677486136e-16	0.99999999999986	1
"TNK2-AS1"	-2.80866677486136e-16	0.99999999999986	1
"DUOX1"	-2.80866677486136e-16	0.99999999999986	1
"FLJ37035"	-2.80866677486136e-16	0.99999999999986	1
"FLJ37035"	-2.80866677486136e-16	0.99999999999986	1
"TRIM36"	-2.80866677486136e-16	0.99999999999986	1
"TRIM36"	-2.80866677486136e-16	0.99999999999986	1
"IKZF1"	-2.80866677486136e-16	0.99999999999986	1
"GS1-124K5.11"	-2.80866677486136e-16	0.99999999999986	1
"SNORA71A"	-2.80866677486136e-16	0.99999999999986	1
"TJP2"	2.80866677486136e-16	0.99999999999986	1
"ZBED6"	-2.80866677486136e-16	0.99999999999986	1
"METTL15"	-2.80866677486136e-16	0.99999999999986	1
"NADSYN1"	-2.80866677486136e-16	0.99999999999986	1
"SLC17A4"	-2.80866677486136e-16	0.99999999999986	1
"ZGRF1"	-2.80866677486136e-16	0.99999999999986	1
"CHML"	-2.80866677486136e-16	0.99999999999986	1
"LOC100505534"	-2.80866677486136e-16	0.99999999999986	1
"DLEU7"	-2.80866677486136e-16	0.99999999999986	1
"ARHGEF12"	-2.80866677486136e-16	0.99999999999986	1
"FABP6"	-2.80866677486136e-16	0.99999999999986	1
"HOPX"	-2.80866677486136e-16	0.99999999999986	1
"CALML4"	-2.80866677486136e-16	0.99999999999986	1
"TCEA1"	-2.80866677486136e-16	0.99999999999986	1
"KRTAP5-AS1"	-2.80866677486136e-16	0.99999999999986	1
"DGCR12"	-2.80866677486136e-16	0.99999999999986	1
"RALGAPA1"	-2.80866677486136e-16	0.99999999999986	1
"OR5E1P"	-2.80866677486136e-16	0.99999999999986	1
"OR5E1P"	-2.80866677486136e-16	0.99999999999986	1
"OR2M4"	-2.80866677486136e-16	0.99999999999986	1
"OR2M4"	-2.80866677486136e-16	0.99999999999986	1
"MAF"	-2.80866677486136e-16	0.99999999999986	1
"DNTT"	-2.80866677486136e-16	0.99999999999986	1
"CTNND2"	-2.80866677486136e-16	0.99999999999986	1
"LRRC40"	-2.80866677486136e-16	0.99999999999986	1
"KCNK1"	-2.80866677486136e-16	0.99999999999986	1
"LOC100996506"	-2.80866677486136e-16	0.99999999999986	1
"MEIOC"	-2.80866677486136e-16	0.99999999999986	1
"CWF19L2"	-2.80866677486136e-16	0.99999999999986	1
"LOC729324"	-2.80866677486136e-16	0.99999999999986	1
"LINC00927"	-2.80866677486136e-16	0.99999999999986	1
"MAGI1"	-2.80866677486136e-16	0.99999999999986	1
"RPUSD3"	-2.80866677486136e-16	0.99999999999986	1
"LOC100507654"	-2.80866677486136e-16	0.99999999999986	1
"CCDC168"	-2.80866677486136e-16	0.99999999999986	1
"CCDC168"	-2.80866677486136e-16	0.99999999999986	1
"LOC105371352"	-2.80866677486136e-16	0.99999999999986	1
"VRK3"	-2.80866677486136e-16	0.99999999999986	1
"LINC01346"	-2.80866677486136e-16	0.99999999999986	1
"LINC01346"	-2.80866677486136e-16	0.99999999999986	1
"DNAH1"	-2.80866677486136e-16	0.99999999999986	1
"FGF22"	-2.80866677486136e-16	0.99999999999986	1
"TOP1P2"	-2.80866677486136e-16	0.99999999999986	1
"LOC283674"	-2.80866677486136e-16	0.99999999999986	1
"PER4"	-2.80866677486136e-16	0.99999999999986	1
"TRIM42"	-2.80866677486136e-16	0.99999999999986	1
"GATM"	-2.80866677486136e-16	0.99999999999986	1
"THADA"	-2.80866677486136e-16	0.99999999999986	1
"THADA"	-2.80866677486136e-16	0.99999999999986	1
"C9orf173"	-2.80866677486136e-16	0.99999999999986	1
"HPYR1"	-2.80866677486136e-16	0.99999999999986	1
"TFB2M"	-2.80866677486136e-16	0.99999999999986	1
"TFB2M"	-2.80866677486136e-16	0.99999999999986	1
"TYRO3P"	-2.80866677486136e-16	0.99999999999986	1
"OR7E104P"	-2.80866677486136e-16	0.99999999999986	1
"SH3GL1P2"	-2.80866677486136e-16	0.99999999999986	1
"SH3GL1P2"	-2.80866677486136e-16	0.99999999999986	1
"ZNF160"	-2.80866677486136e-16	0.99999999999986	1
"C20orf181"	-2.80866677486136e-16	0.99999999999986	1
"OR1C1"	-2.80866677486136e-16	0.99999999999986	1
"OR8G1"	-2.80866677486136e-16	0.99999999999986	1
"OR4D1"	-2.80866677486136e-16	0.99999999999986	1
"CLN6"	-2.80866677486136e-16	0.99999999999986	1
"CLN6"	-2.80866677486136e-16	0.99999999999986	1
"OR2L2"	-2.80866677486136e-16	0.99999999999986	1
"OR2L2"	-2.80866677486136e-16	0.99999999999986	1
"OR5J2"	-2.80866677486136e-16	0.99999999999986	1
"OR5J2"	-2.80866677486136e-16	0.99999999999986	1
"OR9A1P"	-2.80866677486136e-16	0.99999999999986	1
"OR10A3"	-2.80866677486136e-16	0.99999999999986	1
"OR10D3"	-2.80866677486136e-16	0.99999999999986	1
"OR10D1P"	-2.80866677486136e-16	0.99999999999986	1
"OR1J2"	-2.80866677486136e-16	0.99999999999986	1
"OR4C1P"	-2.80866677486136e-16	0.99999999999986	1
"OR5K1"	-2.80866677486136e-16	0.99999999999986	1
"DNAH1"	-2.80866677486136e-16	0.99999999999986	1
"PSEN1"	-2.80866677486136e-16	0.99999999999986	1
"PLXNA3"	-2.80866677486136e-16	0.99999999999986	1
"TREML4"	-2.80866677486136e-16	0.99999999999986	1
"TREML4"	-2.80866677486136e-16	0.99999999999986	1
"ABLIM2"	-2.80866677486136e-16	0.99999999999986	1
"TREML5P"	-2.80866677486136e-16	0.99999999999986	1
"OR2H1"	-2.80866677486136e-16	0.99999999999986	1
"OR2H1"	-2.80866677486136e-16	0.99999999999986	1
"SNORA74A"	-2.80866677486136e-16	0.99999999999986	1
"SNORA74A"	-2.80866677486136e-16	0.99999999999986	1
"CECR9"	-2.80866677486136e-16	0.99999999999986	1
"CECR9"	-2.80866677486136e-16	0.99999999999986	1
"TFE3"	-2.80866677486136e-16	0.99999999999986	1
"ZNF29P"	-2.80866677486136e-16	0.99999999999986	1
"DEFB114"	-2.80866677486136e-16	0.99999999999986	1
"SOX4"	-2.80866677486136e-16	0.99999999999986	1
"CLIP1"	-2.80866677486136e-16	0.99999999999986	1
"HMGA2"	-2.80866677486136e-16	0.99999999999986	1
"HMGA2"	-2.80866677486136e-16	0.99999999999986	1
"DEFB124"	2.80866677486136e-16	0.99999999999986	1
"GAD2"	-2.80866677486136e-16	0.99999999999986	1
"C11orf88"	-2.80866677486136e-16	0.99999999999986	1
"SRD5A3-AS1"	-2.80866677486136e-16	0.99999999999986	1
"C11orf96"	-2.80866677486136e-16	0.99999999999986	1
"LINC00354"	-2.80866677486136e-16	0.99999999999986	1
"IDO2"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927934"	-2.80866677486136e-16	0.99999999999986	1
"LINC01568"	-2.80866677486136e-16	0.99999999999986	1
"PWRN2"	-2.80866677486136e-16	0.99999999999986	1
"RNF103"	-2.80866677486136e-16	0.99999999999986	1
"PLIN5"	-2.80866677486136e-16	0.99999999999986	1
"EAF2"	-2.80866677486136e-16	0.99999999999986	1
"ATP8B5P"	-2.80866677486136e-16	0.99999999999986	1
"LOC100631378"	-2.80866677486136e-16	0.99999999999986	1
"CDNF"	-2.80866677486136e-16	0.99999999999986	1
"LOC105369860"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928909"	-2.80866677486136e-16	0.99999999999986	1
"ATP9B"	-2.80866677486136e-16	0.99999999999986	1
"HS1BP3"	-2.80866677486136e-16	0.99999999999986	1
"LOC285692"	-2.80866677486136e-16	0.99999999999986	1
"ATP10A"	-2.80866677486136e-16	0.99999999999986	1
"LOC105374928"	-2.80866677486136e-16	0.99999999999986	1
"RGS13"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927814"	-2.80866677486136e-16	0.99999999999986	1
"MYH11"	-2.80866677486136e-16	0.99999999999986	1
"MYLK"	-2.80866677486136e-16	0.99999999999986	1
"LOC102725116"	-2.80866677486136e-16	0.99999999999986	1
"LOC102725116"	-2.80866677486136e-16	0.99999999999986	1
"TRY2P"	-2.80866677486136e-16	0.99999999999986	1
"IRAK3"	-2.80866677486136e-16	0.99999999999986	1
"LOC101929528"	-2.80866677486136e-16	0.99999999999986	1
"LINC01352"	-2.80866677486136e-16	0.99999999999986	1
"CADM2-AS1"	-2.80866677486136e-16	0.99999999999986	1
"ISPD-AS1"	-2.80866677486136e-16	0.99999999999986	1
"LAMA3"	-2.80866677486136e-16	0.99999999999986	1
"LRTOMT"	-2.80866677486136e-16	0.99999999999986	1
"DNAJC2"	-2.80866677486136e-16	0.99999999999986	1
"LOC100507283"	-2.80866677486136e-16	0.99999999999986	1
"FANCD2"	-2.80866677486136e-16	0.99999999999986	1
"LOC100422212"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928140"	-2.80866677486136e-16	0.99999999999986	1
"LOC105371708"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927348"	-2.80866677486136e-16	0.99999999999986	1
"OPN5"	-2.80866677486136e-16	0.99999999999986	1
"EFCAB1"	-2.80866677486136e-16	0.99999999999986	1
"LINC01398"	-2.80866677486136e-16	0.99999999999986	1
"OR8B2"	-2.80866677486136e-16	0.99999999999986	1
"ADAM18"	-2.80866677486136e-16	0.99999999999986	1
"RNASET2"	-2.80866677486136e-16	0.99999999999986	1
"BMP1"	-2.80866677486136e-16	0.99999999999986	1
"LINC00458"	-2.80866677486136e-16	0.99999999999986	1
"LOC642852"	-2.80866677486136e-16	0.99999999999986	1
"LRP1"	-2.80866677486136e-16	0.99999999999986	1
"LOC105374325"	-2.80866677486136e-16	0.99999999999986	1
"TP53BP1"	-2.80866677486136e-16	0.99999999999986	1
"LOC101929450"	-2.80866677486136e-16	0.99999999999986	1
"ABCA4"	-2.80866677486136e-16	0.99999999999986	1
"LOC105370697"	-2.80866677486136e-16	0.99999999999986	1
"SRCAP"	-2.80866677486136e-16	0.99999999999986	1
"PPARGC1A"	-2.80866677486136e-16	0.99999999999986	1
"TMPRSS12"	-2.80866677486136e-16	0.99999999999986	1
"PRCP"	-2.80866677486136e-16	0.99999999999986	1
"LRRC74B"	-2.80866677486136e-16	0.99999999999986	1
"PKIA-AS1"	-2.80866677486136e-16	0.99999999999986	1
"SCML4"	-2.80866677486136e-16	0.99999999999986	1
"ZNF93"	-2.80866677486136e-16	0.99999999999986	1
"LOC100134368"	-2.80866677486136e-16	0.99999999999986	1
"LINC00458"	-2.80866677486136e-16	0.99999999999986	1
"LINC01300"	-2.80866677486136e-16	0.99999999999986	1
"ARPC5"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928123"	-2.80866677486136e-16	0.99999999999986	1
"LOC105375172"	-2.80866677486136e-16	0.99999999999986	1
"SOBP"	-2.80866677486136e-16	0.99999999999986	1
"LRRC59"	-2.80866677486136e-16	0.99999999999986	1
"TNKS"	-2.80866677486136e-16	0.99999999999986	1
"MGC15885"	-2.80866677486136e-16	0.99999999999986	1
"CLEC12A"	-2.80866677486136e-16	0.99999999999986	1
"TMEM67"	-2.80866677486136e-16	0.99999999999986	1
"LINC00682"	-2.80866677486136e-16	0.99999999999986	1
"ZNF782"	-2.80866677486136e-16	0.99999999999986	1
"LOC692247"	-2.80866677486136e-16	0.99999999999986	1
"PPFIBP1"	-2.80866677486136e-16	0.99999999999986	1
"ZNF876P"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928401"	-2.80866677486136e-16	0.99999999999986	1
"BMS1P18"	-2.80866677486136e-16	0.99999999999986	1
"LOC105375240"	-2.80866677486136e-16	0.99999999999986	1
"ESR2"	-2.80866677486136e-16	0.99999999999986	1
"LIPJ"	-2.80866677486136e-16	0.99999999999986	1
"AADACP1"	-2.80866677486136e-16	0.99999999999986	1
"PIK3C2A"	-2.80866677486136e-16	0.99999999999986	1
"PIK3C2A"	-2.80866677486136e-16	0.99999999999986	1
"F11"	-2.80866677486136e-16	0.99999999999986	1
"IQCH"	-2.80866677486136e-16	0.99999999999986	1
"GMNC"	-2.80866677486136e-16	0.99999999999986	1
"SEPSECS"	-2.80866677486136e-16	0.99999999999986	1
"KIRREL3-AS2"	-2.80866677486136e-16	0.99999999999986	1
"LOC643623"	-2.80866677486136e-16	0.99999999999986	1
"PP13439"	-2.80866677486136e-16	0.99999999999986	1
"PP12613"	-2.80866677486136e-16	0.99999999999986	1
"LINC00630"	-2.80866677486136e-16	0.99999999999986	1
"BTG4"	-2.80866677486136e-16	0.99999999999986	1
"FMO5"	-2.80866677486136e-16	0.99999999999986	1
"GABRB3"	-2.80866677486136e-16	0.99999999999986	1
"AK7"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928052"	-2.80866677486136e-16	0.99999999999986	1
"BCL2L14"	-2.80866677486136e-16	0.99999999999986	1
"MROH2B"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927339"	-2.80866677486136e-16	0.99999999999986	1
"LOC221946"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928940"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927292"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927131"	-2.80866677486136e-16	0.99999999999986	1
"ATP8A1"	-2.80866677486136e-16	0.99999999999986	1
"ZPLD1"	-2.80866677486136e-16	0.99999999999986	1
"LOC101930028"	-2.80866677486136e-16	0.99999999999986	1
"RFTN1"	-2.80866677486136e-16	0.99999999999986	1
"LOC100288590"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928778"	-2.80866677486136e-16	0.99999999999986	1
"LINC01505"	-2.80866677486136e-16	0.99999999999986	1
"PWRN1"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928107"	-2.80866677486136e-16	0.99999999999986	1
"LOC100131655"	-2.80866677486136e-16	0.99999999999986	1
"LINC01585"	-2.80866677486136e-16	0.99999999999986	1
"LOC339352"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928597"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927798"	-2.80866677486136e-16	0.99999999999986	1
"LOC102723831"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928306"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927358"	-2.80866677486136e-16	0.99999999999986	1
"TRAF5"	-2.80866677486136e-16	0.99999999999986	1
"LIPJ"	-2.80866677486136e-16	0.99999999999986	1
"CCNYL2"	-2.80866677486136e-16	0.99999999999986	1
"NPHP3-AS1"	-2.80866677486136e-16	0.99999999999986	1
"LINC00882"	-2.80866677486136e-16	0.99999999999986	1
"LINC01134"	-2.80866677486136e-16	0.99999999999986	1
"LINC00824"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928255"	-2.80866677486136e-16	0.99999999999986	1
"DNAH17-AS1"	-2.80866677486136e-16	0.99999999999986	1
"SLC34A3"	2.80866677486136e-16	0.99999999999986	1
"ZNF664"	-2.80866677486136e-16	0.99999999999986	1
"ZNF664"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928893"	-2.80866677486136e-16	0.99999999999986	1
"MYLK"	-2.80866677486136e-16	0.99999999999986	1
"DEPDC1-AS1"	-2.80866677486136e-16	0.99999999999986	1
"LOC100288721"	-2.80866677486136e-16	0.99999999999986	1
"HKR1"	-2.80866677486136e-16	0.99999999999986	1
"HKR1"	-2.80866677486136e-16	0.99999999999986	1
"DLEU7-AS1"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928510"	-2.80866677486136e-16	0.99999999999986	1
"NUDT3"	-2.80866677486136e-16	0.99999999999986	1
"MGAT4D"	-2.80866677486136e-16	0.99999999999986	1
"LOC400958"	-2.80866677486136e-16	0.99999999999986	1
"TTC41P"	-2.80866677486136e-16	0.99999999999986	1
"LOC643711"	-2.80866677486136e-16	0.99999999999986	1
"CHIAP2"	-2.80866677486136e-16	0.99999999999986	1
"MGAT4EP"	-2.80866677486136e-16	0.99999999999986	1
"LOC100127938"	-2.80866677486136e-16	0.99999999999986	1
"LINC00910"	-2.80866677486136e-16	0.99999999999986	1
"MIPOL1"	-2.80866677486136e-16	0.99999999999986	1
"LOC100419741"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928139"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928730"	-2.80866677486136e-16	0.99999999999986	1
"LINC00521"	-2.80866677486136e-16	0.99999999999986	1
"MDGA2"	-2.80866677486136e-16	0.99999999999986	1
"ZNF365"	-2.80866677486136e-16	0.99999999999986	1
"LOC285847"	-2.80866677486136e-16	0.99999999999986	1
"ANXA8"	-2.80866677486136e-16	0.99999999999986	1
"LINC01111"	-2.80866677486136e-16	0.99999999999986	1
"EGFLAM-AS4"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927539"	-2.80866677486136e-16	0.99999999999986	1
"LINC00671"	-2.80866677486136e-16	0.99999999999986	1
"LSAMP"	-2.80866677486136e-16	0.99999999999986	1
"ZBED3-AS1"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928797"	-2.80866677486136e-16	0.99999999999986	1
"FRRS1"	-2.80866677486136e-16	0.99999999999986	1
"LINC00907"	-2.80866677486136e-16	0.99999999999986	1
"TMEM150B"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927884"	-2.80866677486136e-16	0.99999999999986	1
"LINC01467"	-2.80866677486136e-16	0.99999999999986	1
"MGC27382"	-2.80866677486136e-16	0.99999999999986	1
"LIMS1"	-2.80866677486136e-16	0.99999999999986	1
"LOC101928851"	-2.80866677486136e-16	0.99999999999986	1
"LOC101926942"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927907"	-2.80866677486136e-16	0.99999999999986	1
"GATA4"	-2.80866677486136e-16	0.99999999999986	1
"LOC101927851"	-2.80866677486136e-16	0.99999999999986	1
"LOC646736"	-2.80866677486136e-16	0.99999999999986	1
"CLDN10-AS1"	-2.80866677486136e-16	0.99999999999986	1
"TBL1X"	-2.80866677486136e-16	0.99999999999986	1
"LINC01620"	-2.80866677486136e-16	0.99999999999986	1
"FIGLA"	-2.80866677486136e-16	0.99999999999986	1
"STX8"	-2.80866677486136e-16	0.99999999999986	1
"ZNF746"	-2.80866677486136e-16	0.99999999999986	1
"BMP1"	-2.80866677486136e-16	0.99999999999986	1
"TAS2R19"	-2.80866677486136e-16	0.99999999999986	1
"FAM47E"	-2.80866677486136e-16	0.99999999999986	1
"KLC3"	-2.80866677486136e-16	0.99999999999986	1
"LOC101929076"	-2.80866677486136e-16	0.99999999999986	1
"FLG-AS1"	-2.80866677486136e-16	0.99999999999986	1
"TMPRSS2"	-2.80866677486136e-16	0.99999999999986	1
"EIF4EBP2"	-2.80866677486136e-16	0.99999999999986	1
"CATSPERB"	-2.80866677486136e-16	0.99999999999986	1
"ANKRD30BP3"	-2.80866677486136e-16	0.99999999999986	1
"ART1"	-2.80866677486136e-16	0.99999999999986	1
"ABCB4"	-2.80866677486136e-16	0.99999999999986	1
"XYLT2"	-2.80866677486136e-16	0.99999999999986	1
"CMPK1"	-2.80866677486136e-16	0.99999999999986	1
"TACC2"	-2.80866677486136e-16	0.99999999999986	1
"CCBL1"	-2.80866677486136e-16	0.99999999999986	1
"STOM"	-2.80866677486136e-16	0.99999999999986	1
"ATP6AP2"	-2.80866677486136e-16	0.99999999999986	1
"KDM5B"	-2.80866677486136e-16	0.99999999999986	1
"ICMT"	-2.80866677486136e-16	0.99999999999986	1
"DHRS7"	-2.80866677486136e-16	0.99999999999986	1
"CHERP"	-2.80866677486136e-16	0.99999999999986	1
"TACSTD2"	2.80866677486136e-16	0.99999999999986	1
"CSH1"	-2.80866677486136e-16	0.99999999999986	1
"MED14"	-2.80866677486136e-16	0.99999999999986	1
"LOXL2"	-2.80866677486136e-16	0.99999999999986	1
"PSG3"	-2.80866677486136e-16	0.99999999999986	1
"GFAP"	-2.80866677486136e-16	0.99999999999986	1
"KLF9"	-2.80866677486136e-16	0.99999999999986	1
